Application_ID,Customer_ID,Application_Date,Loan_Amount,Loan_Type,Channel,Status,Decision_Time_Hours
470,1634,2021-05-24,2493469,Mortgage,Online,Rejected,65
471,1607,2021-10-01,1845347,Mortgage,Branch,Approved,38
472,430,2022-12-05,4776944,Personal,Online,Rejected,35
473,432,2022-11-06,834042,Personal,Online,Rejected,45
474,1089,2023-06-12,3792515,Mortgage,Branch,Approved,71
475,438,2023-11-09,442240,Personal,Branch,Rejected,62
476,15,2022-07-14,2985258,Personal,Branch,Approved,26
477,1481,2025-10-12,1303730,Mortgage,Online,Approved,38
478,2084,2021-08-30,970038,SME,Online,Rejected,35
479,2783,2021-04-03,1324117,SME,Online,Approved,77
480,1133,2021-01-27,3901040,SME,Branch,Pending,60
481,781,2021-10-25,4473902,Mortgage,Branch,Rejected,40
482,1615,2024-12-23,4568502,Personal,Online,Approved,56
483,621,2024-12-29,134024,SME,Branch,Approved,57
484,1622,2023-03-18,2045640,SME,Online,Approved,62
485,490,2025-11-28,2278017,Personal,Branch,Approved,41
486,1275,2025-07-20,1902578,Personal,Online,Pending,51
487,1657,2022-09-11,2337058,Personal,Online,Approved,47
488,1567,2024-01-22,635632,Mortgage,Online,Pending,38
489,1072,2022-03-21,3466985,Mortgage,Branch,Approved,29
490,1052,2023-07-26,3612437,Mortgage,Branch,Approved,56
491,2897,2025-06-24,2653389,SME,Branch,Rejected,47
492,1971,2025-07-30,1627665,SME,Online,Pending,53
493,2630,2022-08-28,3332651,Personal,Branch,Approved,48
494,1680,2021-03-26,3895195,Personal,Online,Rejected,39
495,2028,2024-11-29,446415,Personal,Branch,Approved,74
496,2559,2025-07-26,1498984,SME,Branch,Approved,62
497,137,2021-05-10,2583394,Mortgage,Online,Pending,51
498,2606,2023-06-28,3063421,Personal,Branch,Rejected,51
499,1985,2024-06-18,3912143,Mortgage,Branch,Pending,41
500,358,2025-05-19,379709,Mortgage,Branch,Approved,57
501,1592,2024-10-02,1037017,Mortgage,Branch,Approved,55
502,2416,2025-07-02,1477326,Personal,Branch,Rejected,34
503,1876,2023-07-13,4284633,Mortgage,Branch,Approved,53
504,2973,2025-02-23,3322576,SME,Online,Approved,50
505,1346,2021-03-28,3286137,Personal,Branch,Approved,54
506,2582,2021-01-17,4383603,Mortgage,Online,Rejected,31
507,305,2025-06-11,785644,Personal,Online,Approved,45
508,857,2021-06-26,3874764,Mortgage,Branch,Approved,33
509,2069,2023-10-13,3709286,Personal,Branch,Approved,48
510,2926,2025-06-06,2185503,Mortgage,Online,Approved,41
511,112,2025-10-05,3316553,Personal,Online,Rejected,59
512,1672,2023-03-05,3211027,Personal,Online,Approved,47
513,1225,2021-10-19,3526645,Personal,Online,Approved,45
514,2027,2025-07-24,2575476,SME,Branch,Rejected,33
515,918,2022-08-03,3086262,Mortgage,Online,Approved,45
516,1870,2024-06-10,4955366,Personal,Online,Rejected,46
517,1807,2025-12-31,2847627,SME,Online,Approved,39
518,1412,2023-02-06,475950,SME,Online,Rejected,50
519,24,2023-11-12,2818123,Personal,Online,Rejected,25
520,2925,2022-07-25,3815835,SME,Branch,Rejected,45
521,1783,2024-07-17,2223402,Personal,Online,Rejected,40
522,2640,2022-12-19,1749204,Personal,Online,Approved,62
523,1671,2021-04-08,285326,Personal,Branch,Pending,47
524,1265,2021-06-05,3004107,Personal,Branch,Rejected,38
525,1968,2022-03-12,255790,SME,Online,Approved,76
526,1591,2024-12-17,2418195,Personal,Branch,Rejected,59
527,2850,2024-04-07,1478611,Mortgage,Online,Rejected,37
528,2983,2022-07-14,2557853,Personal,Online,Pending,46
529,1028,2021-04-29,2111034,Personal,Online,Approved,44
530,2913,2023-02-15,2874385,SME,Branch,Rejected,25
531,47,2025-04-25,3070233,SME,Branch,Rejected,58
532,1878,2021-11-06,1817063,SME,Online,Rejected,41
533,2409,2023-10-15,4538677,Mortgage,Branch,Approved,42
534,1889,2025-03-17,640853,Personal,Branch,Approved,50
535,1800,2021-01-30,2972621,SME,Branch,Approved,14
536,1421,2024-01-18,4443975,SME,Online,Approved,43
537,1452,2023-10-06,832792,Personal,Online,Approved,54
538,1012,2023-01-19,2161345,Mortgage,Branch,Approved,49
539,2622,2023-04-05,3536258,SME,Branch,Approved,41
540,1492,2025-01-07,3032623,Personal,Branch,Approved,43
541,2506,2021-10-31,1151581,SME,Branch,Rejected,63
542,1573,2023-08-02,1524018,SME,Online,Pending,49
543,2514,2025-06-11,725703,Personal,Online,Rejected,39
544,2041,2025-07-14,884492,Mortgage,Online,Rejected,34
545,820,2022-02-27,4843739,Personal,Branch,Approved,44
546,792,2023-05-25,3337546,SME,Online,Rejected,39
547,606,2022-07-29,3148601,SME,Branch,Approved,37
548,2182,2023-08-06,3960731,Mortgage,Online,Approved,39
549,2708,2021-11-15,3585775,SME,Online,Rejected,54
550,1007,2025-10-31,4188800,Personal,Branch,Rejected,32
551,2749,2023-11-11,1368260,Mortgage,Branch,Rejected,56
552,387,2022-11-20,3370356,Personal,Online,Approved,46
553,2070,2021-01-19,2888638,Mortgage,Online,Approved,65
554,365,2023-03-06,1892651,Mortgage,Branch,Rejected,38
555,218,2023-01-11,2283817,Mortgage,Branch,Approved,48
556,2149,2021-11-23,3899366,SME,Branch,Approved,48
557,183,2022-03-31,2456869,Mortgage,Branch,Approved,60
558,1010,2022-01-12,2056479,Mortgage,Online,Approved,54
559,582,2023-02-27,3316150,SME,Online,Approved,39
560,946,2022-11-20,1687314,SME,Branch,Approved,40
561,123,2023-03-15,1085926,Personal,Online,Approved,45
562,948,2024-07-05,4202360,Personal,Branch,Rejected,36
563,1404,2025-08-09,2452080,SME,Online,Approved,53
564,165,2021-10-04,1319715,SME,Branch,Approved,49
565,686,2022-11-18,4247915,Personal,Online,Approved,38
566,2591,2024-10-11,1944541,Mortgage,Online,Rejected,57
567,1068,2022-08-16,3006433,Personal,Branch,Approved,38
568,1983,2025-06-03,3573601,SME,Branch,Approved,49
569,527,2023-10-08,2054575,Mortgage,Online,Rejected,42
570,2674,2025-06-05,4026365,SME,Online,Approved,31
571,2590,2025-01-18,2765409,SME,Online,Approved,47
572,2551,2023-02-06,3546997,Mortgage,Online,Approved,71
573,2690,2024-06-01,4966602,Mortgage,Online,Approved,54
574,447,2023-06-19,4551395,Mortgage,Online,Rejected,33
575,1687,2023-04-09,1632006,Mortgage,Online,Approved,39
576,929,2023-03-21,746142,Mortgage,Online,Approved,26
577,527,2023-02-14,907864,Personal,Branch,Approved,29
578,2174,2022-08-19,281613,Mortgage,Branch,Rejected,32
579,2984,2023-05-22,1115005,Personal,Online,Approved,31
580,965,2022-11-02,353267,Personal,Branch,Approved,55
581,958,2021-07-24,3756304,Personal,Branch,Approved,39
582,1118,2021-04-17,172981,Mortgage,Online,Rejected,48
583,1633,2021-07-17,333151,Personal,Online,Rejected,50
584,1025,2023-12-22,2146294,Mortgage,Branch,Approved,54
585,2870,2025-05-22,2299132,Mortgage,Online,Approved,48
586,2433,2021-02-25,4447239,Personal,Online,Approved,42
587,1524,2022-06-19,419631,Personal,Branch,Rejected,39
588,2021,2024-11-09,2855433,Personal,Branch,Approved,37
589,2659,2025-08-29,3704208,SME,Branch,Rejected,27
590,1217,2024-10-29,4655827,SME,Branch,Approved,62
591,1414,2021-12-23,2950607,SME,Branch,Rejected,59
592,222,2024-01-10,224826,SME,Online,Approved,71
593,2397,2025-05-04,3737475,SME,Branch,Rejected,40
594,1530,2022-01-23,348422,Personal,Online,Rejected,40
595,189,2023-07-07,2466427,Personal,Branch,Approved,49
596,1397,2025-01-28,4831243,SME,Branch,Approved,40
597,460,2024-07-12,4776122,SME,Online,Rejected,51
598,1366,2024-04-15,3052321,Personal,Online,Approved,52
599,2519,2025-03-02,1655506,Mortgage,Branch,Rejected,33
600,1868,2025-04-11,4614991,SME,Branch,Approved,59
601,483,2024-02-17,1804104,SME,Online,Approved,35
602,814,2022-02-06,4217065,Mortgage,Online,Approved,22
603,225,2022-07-12,4726870,SME,Online,Approved,52
604,2835,2023-12-31,1095774,Mortgage,Branch,Rejected,39
605,1500,2023-07-05,814335,SME,Online,Rejected,56
606,120,2025-12-15,4484395,Personal,Online,Approved,46
607,1936,2025-10-10,3816067,Mortgage,Branch,Approved,39
608,2132,2021-08-13,4888409,Personal,Branch,Approved,46
609,1365,2021-06-02,2690815,Mortgage,Branch,Pending,59
610,765,2024-01-02,4470643,Mortgage,Online,Approved,31
611,2823,2021-11-27,1648244,Personal,Online,Approved,39
612,2669,2025-10-05,3288408,Mortgage,Online,Approved,61
613,2766,2025-05-07,1593340,Personal,Online,Approved,58
614,2610,2024-08-05,863720,Personal,Branch,Approved,50
615,1064,2023-09-25,708527,SME,Online,Approved,62
616,2583,2024-06-12,3458365,SME,Online,Rejected,42
617,2874,2023-09-19,2537997,Mortgage,Online,Approved,66
618,1544,2021-03-21,4694472,SME,Online,Approved,69
619,2181,2023-10-26,115091,Personal,Online,Rejected,56
620,1582,2022-04-19,2562803,Mortgage,Online,Rejected,48
621,842,2025-01-26,4473898,SME,Branch,Pending,48
622,1596,2023-04-29,167824,SME,Online,Rejected,60
623,1495,2022-04-08,2138560,SME,Online,Pending,35
624,2656,2025-12-19,4226879,Personal,Online,Approved,38
625,209,2024-03-02,1488975,Personal,Branch,Approved,65
626,1291,2025-12-23,2142003,SME,Online,Rejected,39
627,1029,2022-06-10,2527159,SME,Branch,Approved,55
628,2676,2022-02-23,1575785,Personal,Online,Rejected,51
629,152,2021-08-10,3509657,Personal,Branch,Approved,51
630,1837,2024-10-29,1891599,SME,Online,Pending,41
631,1136,2025-03-29,2943408,Mortgage,Branch,Rejected,41
632,2436,2025-02-08,4387897,SME,Online,Approved,42
633,1828,2021-04-12,4531033,Personal,Online,Approved,38
634,570,2023-10-14,4295659,SME,Branch,Rejected,52
635,831,2023-11-02,4505132,SME,Branch,Rejected,64
636,970,2022-08-16,1552098,Personal,Online,Rejected,38
637,603,2023-12-02,2399113,Personal,Branch,Pending,58
638,2132,2021-02-27,4191172,SME,Online,Approved,35
639,605,2023-08-27,4093764,Personal,Online,Approved,46
640,1162,2022-12-17,1765745,SME,Branch,Approved,35
641,462,2024-10-28,4817185,Personal,Branch,Rejected,50
642,1435,2024-09-26,3357030,Personal,Online,Approved,43
643,2721,2023-05-14,1896985,Personal,Online,Pending,46
644,266,2023-03-14,3645447,SME,Branch,Approved,39
645,850,2022-12-20,2061624,SME,Branch,Approved,87
646,1940,2023-06-15,1344588,SME,Branch,Rejected,56
647,1460,2025-06-04,970895,Personal,Branch,Approved,41
648,698,2021-03-16,3863756,Mortgage,Online,Rejected,51
649,1775,2024-09-25,3917779,SME,Online,Approved,53
650,1753,2025-10-04,2062942,Personal,Online,Rejected,57
651,992,2024-06-08,3587920,SME,Online,Rejected,51
652,2314,2024-03-04,882170,Mortgage,Online,Pending,52
653,2517,2025-03-17,2010700,SME,Branch,Approved,53
654,1438,2024-02-20,274115,SME,Branch,Approved,40
655,1035,2025-10-20,163131,SME,Branch,Approved,44
656,189,2025-02-19,2520692,SME,Branch,Approved,64
657,1581,2024-12-22,1065684,Personal,Branch,Approved,46
658,2455,2024-02-22,183335,Personal,Branch,Approved,32
659,924,2022-11-21,2489669,SME,Branch,Approved,36
660,2510,2023-08-24,1236518,SME,Branch,Approved,59
661,735,2022-02-10,180684,SME,Branch,Approved,53
662,2316,2021-09-23,3199739,Personal,Online,Rejected,35
663,2974,2025-06-27,2759422,SME,Branch,Pending,42
664,1898,2021-10-30,2338195,Mortgage,Online,Pending,44
665,2911,2022-06-02,1148482,SME,Branch,Approved,44
666,1658,2025-04-20,264857,Personal,Online,Approved,49
667,2664,2023-01-14,3009998,Personal,Branch,Approved,47
668,2118,2022-10-23,1657795,Personal,Branch,Rejected,29
669,2073,2024-09-08,4279939,Personal,Branch,Approved,45
670,1194,2021-01-02,1635621,Personal,Online,Approved,51
671,2618,2022-08-13,1455253,SME,Branch,Rejected,56
672,2620,2021-10-29,4741731,SME,Branch,Rejected,30
673,1987,2021-09-26,4331791,Mortgage,Online,Approved,58
674,548,2021-12-03,3969985,Mortgage,Branch,Approved,40
675,1148,2022-07-06,4137145,SME,Online,Pending,31
676,2960,2022-12-18,3576555,Personal,Online,Rejected,44
677,386,2023-08-08,801916,SME,Online,Approved,49
678,1040,2023-01-26,1102581,SME,Online,Rejected,41
679,2072,2025-05-19,2428887,Personal,Branch,Approved,38
680,2839,2025-10-26,3111289,SME,Online,Approved,67
681,2387,2022-06-15,1249089,SME,Online,Approved,49
682,1277,2021-01-07,2077000,Personal,Online,Approved,25
683,2860,2023-04-18,2091258,SME,Branch,Approved,38
684,232,2021-11-24,2023309,Mortgage,Branch,Rejected,37
685,2667,2021-09-07,1407983,Mortgage,Online,Approved,48
686,1244,2024-05-24,4041690,Mortgage,Branch,Approved,49
687,1650,2024-03-30,1610190,Personal,Online,Rejected,19
688,2812,2024-12-23,3806205,Personal,Online,Rejected,52
689,2709,2021-05-03,1430357,SME,Online,Pending,35
690,1172,2022-11-11,4776616,Mortgage,Online,Approved,38
691,608,2021-11-27,1261271,Mortgage,Branch,Approved,52
692,489,2025-12-28,2464918,Mortgage,Branch,Rejected,54
693,650,2022-10-10,1081153,SME,Online,Approved,53
694,2991,2024-01-13,3065725,SME,Branch,Rejected,54
695,618,2024-09-10,1642666,SME,Branch,Approved,28
696,2961,2023-11-03,1820026,Personal,Online,Approved,37
697,2413,2021-08-13,3334787,SME,Branch,Approved,58
698,1404,2021-04-27,1951265,Personal,Branch,Approved,44
699,2860,2023-07-18,213827,Mortgage,Online,Approved,45
700,2517,2023-08-28,2988858,Mortgage,Online,Approved,44
701,81,2022-09-07,218724,Mortgage,Branch,Approved,53
702,280,2025-11-13,1224503,SME,Branch,Rejected,37
703,1780,2023-01-05,1378970,SME,Branch,Approved,61
704,1387,2024-02-09,650008,Mortgage,Branch,Rejected,46
705,2762,2021-04-08,3374198,Personal,Online,Pending,39
706,1557,2022-10-01,2465362,Mortgage,Branch,Rejected,40
707,392,2024-04-08,1302252,Personal,Branch,Approved,44
708,1710,2022-05-25,2803855,SME,Branch,Approved,35
709,2298,2024-11-15,2754928,Personal,Branch,Approved,44
710,1107,2024-04-24,423420,Mortgage,Branch,Pending,55
711,1372,2022-02-27,4440692,SME,Online,Rejected,53
712,953,2023-05-25,4332763,Personal,Branch,Approved,57
713,900,2023-01-03,693465,Mortgage,Online,Approved,41
714,2021,2021-07-09,757767,Mortgage,Online,Approved,62
715,1236,2023-06-05,4512406,Mortgage,Online,Approved,53
716,1663,2021-06-29,1314844,SME,Online,Rejected,53
717,2442,2023-08-23,1133546,Personal,Online,Approved,41
718,908,2021-03-26,3445167,Mortgage,Branch,Approved,40
719,1508,2024-11-09,3169180,SME,Branch,Rejected,67
720,1064,2025-06-22,342720,Personal,Branch,Pending,40
721,2733,2022-09-17,429649,Mortgage,Branch,Approved,56
722,488,2022-03-27,2261594,SME,Online,Approved,47
723,2133,2021-09-05,4838479,SME,Branch,Approved,55
724,1845,2021-12-23,2965559,SME,Branch,Approved,23
725,1467,2024-08-22,4681742,SME,Branch,Approved,48
726,87,2021-06-03,1593488,Mortgage,Online,Approved,23
727,723,2025-05-03,705978,SME,Online,Approved,50
728,350,2023-04-04,3782027,Personal,Branch,Rejected,53
729,2724,2021-10-08,3576177,SME,Branch,Rejected,52
730,1059,2022-05-10,3185632,Mortgage,Branch,Approved,63
731,2738,2022-01-19,412683,SME,Branch,Pending,38
732,909,2024-05-09,821580,Personal,Online,Approved,44
733,1683,2025-08-21,1733751,Mortgage,Branch,Rejected,33
734,888,2025-08-08,4398623,Mortgage,Online,Approved,45
735,876,2021-06-15,4119349,Mortgage,Online,Rejected,61
736,1101,2024-06-14,3245523,SME,Branch,Rejected,64
737,2596,2023-06-21,1453975,SME,Online,Approved,63
738,1198,2022-11-30,982961,Mortgage,Online,Pending,44
739,2561,2024-11-23,4100878,Mortgage,Branch,Approved,32
740,2527,2021-11-12,3037502,SME,Online,Approved,48
741,1263,2024-02-02,3652138,Personal,Branch,Approved,57
742,314,2022-07-02,1382843,Personal,Online,Rejected,57
743,2149,2021-04-17,4870728,SME,Branch,Approved,67
744,1612,2025-11-20,1467089,Personal,Online,Rejected,54
745,328,2025-11-04,4130322,SME,Online,Approved,41
746,1131,2021-08-29,4026719,SME,Branch,Rejected,49
747,1691,2025-04-12,2203884,SME,Branch,Rejected,56
748,1600,2023-12-08,824629,Mortgage,Branch,Pending,56
749,1284,2024-11-11,110300,Mortgage,Online,Approved,44
750,349,2021-01-31,4955878,Personal,Branch,Rejected,45
751,2610,2024-03-04,4646705,Personal,Branch,Approved,35
752,988,2024-09-09,950086,Mortgage,Online,Rejected,49
753,2839,2025-09-23,4867509,SME,Online,Approved,60
754,199,2025-02-09,3631808,Mortgage,Branch,Approved,38
755,1261,2024-03-29,761311,Personal,Branch,Approved,44
756,2294,2024-09-08,1924682,SME,Branch,Rejected,44
757,339,2024-04-09,3221958,Personal,Branch,Pending,48
758,806,2025-08-24,2330306,Personal,Branch,Pending,34
759,1604,2021-09-11,2951076,SME,Online,Approved,39
760,2334,2021-01-07,2843792,Mortgage,Online,Pending,21
761,2707,2023-07-26,220469,Mortgage,Branch,Approved,32
762,66,2023-10-31,3497401,Mortgage,Online,Approved,39
763,327,2023-12-10,1751210,SME,Online,Approved,42
764,2988,2023-05-27,3341388,Mortgage,Branch,Approved,40
765,2886,2024-08-16,3224899,Mortgage,Branch,Approved,33
766,1318,2022-05-19,1282864,Mortgage,Branch,Approved,65
767,2624,2023-10-12,4635334,Mortgage,Branch,Approved,51
768,1003,2021-09-22,1563735,Personal,Branch,Rejected,42
769,985,2024-04-09,4855861,SME,Branch,Approved,54
770,1709,2023-03-05,2806501,Mortgage,Branch,Rejected,44
771,2111,2023-11-03,1829272,SME,Branch,Approved,38
772,2446,2025-01-22,4154238,SME,Branch,Approved,44
773,600,2022-09-17,4279881,SME,Branch,Rejected,68
774,1268,2025-03-09,2390869,Personal,Branch,Rejected,59
775,1014,2022-11-16,1740626,SME,Branch,Rejected,39
776,2844,2024-10-23,3184303,Personal,Branch,Approved,54
777,1904,2021-05-09,2421630,SME,Online,Approved,51
778,2203,2023-08-05,2925119,Mortgage,Online,Rejected,64
779,2171,2021-04-22,2859809,Personal,Online,Pending,54
780,1785,2025-12-14,3766796,Mortgage,Online,Approved,42
781,2195,2024-08-01,2960500,Personal,Online,Approved,36
782,1634,2023-04-23,2043955,Personal,Branch,Rejected,44
783,2663,2021-12-02,2091486,Personal,Online,Approved,62
784,71,2021-12-11,3945864,Mortgage,Branch,Approved,46
785,1047,2021-06-30,1813196,SME,Branch,Approved,33
786,382,2025-08-31,264805,Mortgage,Branch,Approved,45
787,2248,2021-10-02,104554,SME,Online,Approved,57
788,339,2023-12-13,1846772,SME,Branch,Approved,53
789,1314,2021-03-14,4842796,Mortgage,Branch,Approved,58
790,1574,2021-07-22,920959,SME,Online,Rejected,46
791,2411,2021-02-14,4530650,SME,Online,Rejected,40
792,1656,2023-12-06,904491,Personal,Branch,Rejected,59
793,2839,2023-12-22,2532969,SME,Branch,Rejected,35
794,1417,2025-07-13,1503408,Personal,Online,Approved,65
795,1629,2023-06-08,2786476,Personal,Branch,Approved,65
796,2260,2021-07-22,2257269,SME,Branch,Approved,48
797,1630,2024-06-02,1309056,SME,Online,Approved,55
798,491,2021-01-19,1571662,SME,Online,Rejected,47
799,1166,2025-01-26,1657973,Mortgage,Online,Approved,56
800,2892,2023-08-05,106586,Personal,Online,Approved,46
801,823,2021-08-10,2078209,SME,Branch,Approved,35
802,1926,2023-12-30,1235189,Mortgage,Online,Rejected,59
803,2599,2025-07-25,2279000,SME,Branch,Rejected,45
804,1555,2024-09-03,1695489,Mortgage,Online,Pending,39
805,2701,2022-10-18,1331218,Mortgage,Branch,Approved,36
806,2948,2025-06-20,464385,SME,Online,Approved,43
807,605,2025-09-06,946299,SME,Branch,Approved,79
808,269,2021-12-27,4053322,Mortgage,Online,Rejected,48
809,2005,2022-07-02,3364369,Mortgage,Online,Approved,29
810,2405,2025-10-22,2198786,SME,Branch,Approved,32
811,2863,2024-09-08,4423102,SME,Online,Pending,35
812,1975,2025-09-26,3753389,SME,Branch,Rejected,59
813,624,2025-05-24,196816,Mortgage,Branch,Approved,65
814,1099,2024-01-27,2050078,Personal,Branch,Rejected,27
815,2357,2025-07-11,1709903,Personal,Branch,Approved,48
816,1636,2023-10-18,194138,SME,Online,Approved,55
817,2563,2024-01-10,1769206,SME,Online,Pending,52
818,2206,2022-03-06,250636,Personal,Branch,Rejected,50
819,1439,2023-10-15,4357063,Personal,Online,Approved,45
820,420,2025-09-10,1292508,Personal,Branch,Approved,40
821,2847,2021-11-17,1238270,Personal,Branch,Approved,56
822,1948,2024-07-07,1366828,Mortgage,Online,Approved,55
823,579,2024-10-05,4599155,SME,Online,Approved,49
824,1418,2025-06-05,2604098,Personal,Branch,Rejected,43
825,2553,2023-11-24,1818091,Mortgage,Branch,Rejected,59
826,1622,2025-05-30,706143,SME,Branch,Rejected,38
827,1857,2024-10-05,3807890,Mortgage,Branch,Approved,59
828,2548,2025-02-27,1962782,Mortgage,Online,Rejected,37
829,1627,2024-02-28,1768416,SME,Online,Approved,58
830,2969,2023-08-15,1210376,Mortgage,Branch,Approved,53
831,563,2021-11-10,2630234,Personal,Online,Approved,42
832,693,2025-10-01,1303134,Mortgage,Branch,Approved,43
833,1811,2025-01-22,3213712,Personal,Online,Approved,53
834,505,2023-05-21,2842883,Personal,Online,Rejected,40
835,1470,2022-09-04,1664091,SME,Branch,Pending,50
836,674,2023-03-15,3259518,SME,Online,Pending,40
837,2780,2025-06-09,185058,Personal,Online,Approved,43
838,300,2021-05-09,4833425,Mortgage,Branch,Approved,71
839,294,2025-09-07,3661650,SME,Branch,Pending,66
840,626,2021-10-05,1715957,SME,Online,Rejected,54
