Customer_ID,Parish,Age,Employment_Status,Annual_Income,Risk_Profile,KYC_Status
2081,St. Catherine,43,Unemployed,3250503,Low,Verified
2082,Kingston,68,Employed,2332713,Low,Verified
2083,Clarendon,68,Employed,3760356,Low,Verified
2084,Manchester,21,Unemployed,5540616,Low,Pending
2085,Manchester,45,Self-Employed,6810648,High,Verified
2086,St. Catherine,22,Unemployed,2805464,High,Pending
2087,Clarendon,50,Employed,3676673,Low,Verified
2088,Manchester,23,Employed,2082322,Medium,Verified
2089,Kingston,41,Employed,5405677,Low,Pending
2090,St. Catherine,45,Employed,4817641,Medium,Verified
2091,Clarendon,40,Self-Employed,2343912,Low,Rejected
2092,St. Catherine,69,Self-Employed,4296425,Low,Verified
2093,Kingston,42,Employed,2505692,High,Verified
2094,Clarendon,41,Self-Employed,1808507,Low,Verified
2095,St. Catherine,53,Self-Employed,1426776,Low,Verified
2096,St. James,58,Self-Employed,3518181,Low,Pending
2097,Kingston,35,Employed,2561987,Low,Pending
2098,Kingston,66,Unemployed,7323229,Low,Pending
2099,Kingston,35,Unemployed,1782099,High,Verified
2100,St. James,66,Unemployed,4286082,Medium,Verified
2101,St. James,45,Employed,2350642,Medium,Verified
2102,Manchester,41,Self-Employed,2591825,Low,Verified
2103,St. Catherine,44,Self-Employed,3910041,Low,Rejected
2104,Manchester,25,Employed,3294903,Low,Verified
2105,St. Catherine,26,Employed,1316031,Low,Verified
2106,St. James,69,Unemployed,847367,Medium,Verified
2107,St. James,63,Unemployed,6805712,Low,Pending
2108,Manchester,68,Employed,6495908,High,Rejected
2109,Clarendon,64,Unemployed,2432748,Low,Verified
2110,Manchester,67,Self-Employed,5662944,Low,Verified
2111,St. Catherine,43,Employed,7499418,Low,Verified
2112,Manchester,24,Employed,1164716,Low,Verified
2113,Kingston,47,Self-Employed,3474691,Low,Rejected
2114,St. Catherine,38,Self-Employed,6127701,Low,Verified
2115,St. Catherine,41,Self-Employed,6650751,Low,Verified
2116,Clarendon,48,Unemployed,1044697,Medium,Verified
2117,St. James,55,Employed,6053087,Medium,Verified
2118,St. Catherine,42,Unemployed,5720791,Low,Pending
2119,St. James,60,Self-Employed,6070637,Low,Verified
2120,Manchester,43,Unemployed,1254623,Medium,Verified
2121,Kingston,23,Self-Employed,7911710,High,Rejected
2122,Clarendon,60,Unemployed,2110646,Medium,Verified
2123,St. James,30,Unemployed,841340,Low,Pending
2124,St. Catherine,45,Self-Employed,7334411,Medium,Verified
2125,St. James,69,Unemployed,1769738,Medium,Verified
2126,St. Catherine,28,Employed,1692743,Low,Verified
2127,St. James,31,Unemployed,2814751,High,Verified
2128,St. Catherine,25,Unemployed,6642488,Low,Verified
2129,Manchester,65,Employed,2213285,High,Verified
2130,St. Catherine,57,Self-Employed,3940283,Medium,Verified
2131,St. Catherine,65,Employed,3325525,Medium,Verified
2132,Kingston,58,Unemployed,2130657,Medium,Verified
2133,St. Catherine,49,Self-Employed,1764211,Low,Rejected
2134,Kingston,25,Unemployed,6316243,Medium,Verified
2135,Clarendon,29,Unemployed,6052279,High,Verified
2136,Kingston,68,Employed,7742477,Medium,Pending
2137,Manchester,22,Employed,7845664,High,Verified
2138,Kingston,21,Self-Employed,1745161,High,Verified
2139,Clarendon,60,Self-Employed,5800783,High,Verified
2140,Manchester,50,Self-Employed,3128767,Medium,Verified
2141,St. James,31,Unemployed,3507133,Medium,Verified
2142,St. James,48,Employed,5619523,Low,Rejected
2143,Kingston,64,Employed,3886810,Medium,Pending
2144,Kingston,32,Employed,4645979,Low,Verified
2145,Clarendon,59,Self-Employed,7229308,Low,Verified
2146,Clarendon,46,Employed,3494991,Low,Verified
2147,St. Catherine,33,Employed,7422266,High,Pending
2148,Clarendon,28,Employed,2597555,High,Verified
2149,St. Catherine,48,Self-Employed,853010,Medium,Verified
2150,Manchester,50,Employed,6605333,Low,Verified
2151,Kingston,29,Self-Employed,6316552,Medium,Verified
2152,Manchester,59,Employed,1707272,Medium,Verified
2153,Clarendon,51,Employed,5174984,Low,Verified
2154,Manchester,41,Employed,3296282,Low,Pending
2155,Manchester,67,Self-Employed,6604304,Low,Verified
2156,Manchester,54,Self-Employed,4874411,Medium,Verified
2157,Clarendon,51,Employed,6391032,Medium,Pending
2158,Manchester,45,Unemployed,1336364,Low,Verified
2159,St. Catherine,32,Self-Employed,6953223,High,Verified
2160,Clarendon,21,Self-Employed,6723023,Low,Verified
2161,Manchester,42,Employed,1703057,Low,Verified
2162,Clarendon,60,Unemployed,2550652,Low,Verified
2163,St. James,57,Employed,2423162,Low,Pending
2164,St. Catherine,67,Self-Employed,4786464,Low,Rejected
2165,Manchester,21,Self-Employed,5064139,Low,Verified
2166,St. James,21,Employed,3419909,Medium,Verified
2167,St. James,62,Employed,3533864,Low,Verified
2168,Clarendon,62,Unemployed,1463478,Medium,Verified
2169,St. James,41,Unemployed,4939524,Medium,Verified
2170,St. Catherine,35,Self-Employed,2102970,Low,Verified
2171,St. Catherine,37,Unemployed,3216207,Medium,Verified
2172,Kingston,42,Unemployed,1790993,Low,Verified
2173,St. Catherine,58,Self-Employed,7194544,High,Verified
2174,St. James,55,Self-Employed,2388049,High,Verified
2175,St. Catherine,65,Self-Employed,1759296,Low,Verified
2176,Clarendon,36,Self-Employed,2613948,High,Rejected
2177,Kingston,28,Employed,6207879,Medium,Verified
2178,St. James,67,Self-Employed,1062530,High,Pending
2179,Kingston,37,Self-Employed,4431097,Medium,Pending
2180,St. James,37,Self-Employed,6508824,Low,Pending
2181,Clarendon,46,Unemployed,2842361,High,Verified
2182,Kingston,33,Self-Employed,1017767,Low,Rejected
2183,Manchester,37,Employed,1909970,Low,Verified
2184,St. James,58,Employed,4670033,Low,Verified
2185,Manchester,37,Self-Employed,6682545,Low,Verified
2186,Kingston,68,Employed,1446004,Medium,Verified
2187,Manchester,34,Unemployed,987486,Medium,Verified
2188,Manchester,65,Self-Employed,2428782,High,Verified
2189,Kingston,26,Employed,4188284,Low,Verified
2190,Clarendon,55,Employed,2226360,High,Verified
2191,Manchester,66,Self-Employed,2533391,High,Verified
2192,Manchester,34,Employed,1166590,Low,Verified
2193,Clarendon,67,Self-Employed,894702,Low,Rejected
2194,Manchester,28,Employed,3002661,High,Verified
2195,Manchester,35,Unemployed,5350056,Medium,Verified
2196,Manchester,47,Employed,1962886,Medium,Rejected
2197,St. Catherine,33,Employed,4875341,Medium,Verified
2198,Clarendon,69,Self-Employed,3729386,Low,Verified
2199,Manchester,51,Employed,4669108,Low,Pending
2200,Clarendon,55,Self-Employed,5553214,Medium,Rejected
2201,St. James,26,Unemployed,7201391,Low,Verified
2202,St. James,25,Self-Employed,7351896,Medium,Verified
2203,Manchester,42,Self-Employed,4063647,High,Rejected
2204,Clarendon,69,Employed,3817253,Medium,Verified
2205,Clarendon,43,Unemployed,1758101,High,Verified
2206,Clarendon,45,Self-Employed,5690618,Low,Verified
2207,St. Catherine,54,Employed,869519,Medium,Verified
2208,St. James,46,Employed,5705779,Medium,Pending
2209,Clarendon,67,Self-Employed,1760655,High,Pending
2210,Clarendon,25,Employed,1996688,Medium,Pending
2211,St. Catherine,46,Self-Employed,2941924,Low,Verified
2212,St. Catherine,40,Self-Employed,3019583,High,Verified
2213,Clarendon,26,Self-Employed,3779674,Medium,Pending
2214,Kingston,26,Unemployed,3092056,Low,Verified
2215,Clarendon,38,Self-Employed,958988,Medium,Rejected
2216,Clarendon,24,Employed,7922759,High,Pending
2217,St. Catherine,37,Unemployed,3411895,Medium,Verified
2218,St. Catherine,34,Employed,6855684,Low,Verified
2219,Clarendon,34,Unemployed,2827787,High,Verified
2220,Clarendon,33,Unemployed,5033384,Medium,Rejected
2221,Clarendon,27,Unemployed,5100546,Medium,Verified
2222,St. Catherine,64,Unemployed,5823458,Low,Pending
2223,Clarendon,35,Employed,7605536,Low,Verified
2224,Clarendon,39,Self-Employed,6652373,Medium,Verified
2225,Manchester,63,Employed,1727281,High,Verified
2226,Kingston,67,Self-Employed,5161707,Low,Verified
2227,St. James,64,Employed,5250696,Low,Pending
2228,Kingston,55,Unemployed,5015272,Low,Verified
2229,Manchester,37,Unemployed,4180145,Medium,Verified
2230,St. James,55,Self-Employed,6578460,Low,Pending
2231,Clarendon,39,Self-Employed,3673382,Low,Verified
2232,Manchester,40,Employed,3855450,Low,Verified
2233,Clarendon,56,Self-Employed,2190179,Medium,Verified
2234,St. Catherine,55,Employed,7928080,Low,Verified
2235,Manchester,52,Self-Employed,6651361,Low,Verified
2236,St. Catherine,68,Self-Employed,7684909,High,Pending
2237,Manchester,64,Self-Employed,5848386,Low,Verified
2238,Manchester,60,Unemployed,6536077,Low,Verified
2239,St. Catherine,44,Unemployed,4571414,High,Verified
2240,St. James,37,Employed,1546470,Low,Verified
2241,Kingston,27,Self-Employed,2732893,Medium,Verified
2242,Clarendon,63,Employed,5147633,Low,Verified
2243,Manchester,21,Self-Employed,1949164,Medium,Pending
2244,Clarendon,55,Unemployed,7868566,Low,Verified
2245,St. Catherine,52,Unemployed,2372762,High,Verified
2246,Clarendon,56,Self-Employed,2718517,Low,Verified
2247,St. Catherine,33,Self-Employed,6789513,Low,Rejected
2248,Clarendon,26,Unemployed,4259544,Medium,Verified
2249,Kingston,34,Unemployed,3630095,High,Verified
2250,Kingston,57,Employed,6555432,Low,Verified
2251,Kingston,68,Unemployed,4229985,High,Verified
2252,Kingston,35,Self-Employed,2111414,Low,Verified
2253,Kingston,67,Employed,4985727,Medium,Pending
2254,Kingston,24,Self-Employed,815588,Low,Verified
2255,St. Catherine,60,Employed,3614268,Medium,Verified
2256,Manchester,36,Self-Employed,1257301,Low,Verified
2257,Clarendon,48,Unemployed,7858175,Low,Verified
2258,Kingston,36,Self-Employed,7336912,Low,Verified
2259,St. Catherine,24,Employed,4662230,Low,Pending
2260,St. Catherine,65,Self-Employed,4010101,High,Rejected
2261,St. Catherine,46,Employed,4817763,High,Pending
2262,Manchester,48,Self-Employed,5525296,Medium,Rejected
2263,Clarendon,52,Unemployed,6083016,Low,Verified
2264,Manchester,65,Unemployed,847361,Low,Verified
2265,St. James,22,Self-Employed,7936735,Medium,Verified
2266,St. Catherine,51,Self-Employed,3039665,High,Verified
2267,St. James,23,Self-Employed,4960244,Low,Pending
2268,Kingston,28,Employed,5008981,High,Rejected
2269,Kingston,44,Self-Employed,4759978,High,Pending
2270,Manchester,35,Self-Employed,6650759,High,Verified
2271,Clarendon,63,Employed,2758970,Low,Verified
2272,St. James,51,Unemployed,6372288,Low,Verified
2273,Clarendon,29,Self-Employed,6640336,Low,Verified
2274,Manchester,59,Self-Employed,2515979,Medium,Verified
2275,Kingston,65,Unemployed,7163395,Low,Verified
2276,Clarendon,22,Unemployed,4223604,Low,Rejected
2277,Clarendon,28,Employed,6884556,Medium,Pending
2278,Kingston,27,Self-Employed,3308894,Low,Verified
2279,St. James,64,Self-Employed,2644348,Low,Verified
2280,Kingston,59,Employed,1559848,Medium,Verified
2281,Clarendon,62,Unemployed,7900282,Medium,Verified
2282,St. James,36,Employed,2209277,Medium,Pending
2283,St. James,55,Unemployed,6178054,Low,Verified
2284,Kingston,50,Employed,7586518,Medium,Verified
2285,Clarendon,30,Unemployed,2392023,Medium,Verified
2286,Manchester,58,Employed,922366,Low,Verified
2287,Clarendon,38,Unemployed,3093316,Medium,Pending
2288,St. Catherine,25,Unemployed,1592644,Low,Verified
2289,Manchester,49,Unemployed,2339152,Low,Pending
2290,St. James,59,Unemployed,1623837,Low,Verified
2291,Manchester,54,Unemployed,1192776,Low,Pending
2292,St. James,63,Self-Employed,6382085,Low,Verified
2293,St. James,65,Unemployed,1156440,High,Verified
2294,Manchester,43,Self-Employed,1641618,Low,Verified
2295,St. James,25,Unemployed,1761743,High,Verified
2296,St. James,50,Self-Employed,6791233,Medium,Pending
2297,St. Catherine,26,Self-Employed,5529124,Low,Verified
2298,Clarendon,66,Employed,3107278,Low,Pending
2299,Clarendon,64,Unemployed,5983820,Medium,Verified
2300,St. Catherine,24,Employed,1835340,Medium,Pending
2301,Manchester,49,Employed,4162079,Low,Verified
2302,Kingston,43,Unemployed,4274412,Low,Pending
2303,Kingston,26,Employed,903021,Medium,Rejected
2304,Kingston,52,Unemployed,7881159,Low,Verified
2305,St. Catherine,62,Employed,2811562,High,Verified
2306,St. Catherine,38,Unemployed,800209,Medium,Verified
2307,St. James,35,Unemployed,1022071,Low,Verified
2308,Kingston,60,Unemployed,4606627,Low,Verified
2309,Manchester,52,Self-Employed,3703561,Low,Verified
2310,Manchester,29,Employed,6248094,High,Pending
2311,Kingston,57,Self-Employed,6152800,Low,Pending
2312,Kingston,30,Employed,3258884,Low,Pending
2313,Kingston,40,Employed,6373708,Medium,Verified
2314,St. Catherine,26,Employed,6273024,Low,Pending
2315,St. Catherine,68,Self-Employed,3807446,Low,Verified
2316,St. Catherine,23,Employed,1016194,High,Verified
2317,Clarendon,62,Self-Employed,3254082,Low,Verified
2318,Manchester,31,Unemployed,3285702,High,Rejected
2319,Manchester,63,Employed,7274467,High,Pending
2320,St. James,37,Employed,7765410,Low,Verified
2321,St. Catherine,52,Unemployed,4397326,Low,Pending
2322,Clarendon,24,Unemployed,807399,Low,Verified
2323,Clarendon,24,Employed,6557122,Medium,Pending
2324,Manchester,37,Unemployed,5936925,Low,Verified
2325,St. Catherine,61,Self-Employed,2995814,High,Verified
2326,St. James,39,Self-Employed,4241489,Medium,Verified
2327,St. Catherine,25,Employed,5657162,Low,Verified
2328,Kingston,52,Self-Employed,6932138,Medium,Verified
2329,St. Catherine,42,Self-Employed,5766896,Low,Verified
2330,Kingston,26,Employed,7464677,High,Verified
2331,Kingston,55,Unemployed,1834023,Medium,Pending
2332,St. James,42,Employed,5790364,Low,Pending
2333,Manchester,21,Self-Employed,1193545,Low,Verified
2334,St. Catherine,40,Employed,1100763,High,Rejected
2335,Kingston,42,Employed,1855608,Medium,Verified
2336,St. Catherine,68,Self-Employed,4649182,High,Pending
2337,Manchester,31,Self-Employed,4245906,Low,Verified
2338,Manchester,33,Employed,7718402,Low,Verified
2339,Clarendon,62,Self-Employed,5901859,Low,Verified
2340,Manchester,23,Self-Employed,2364458,Medium,Pending
2341,St. James,29,Self-Employed,2721166,Low,Verified
2342,Kingston,32,Self-Employed,2466984,Low,Pending
2343,Clarendon,43,Self-Employed,5042154,Medium,Verified
2344,St. James,34,Self-Employed,2377586,Medium,Verified
2345,St. Catherine,53,Unemployed,5274220,Low,Verified
2346,Kingston,38,Employed,1148249,Low,Pending
2347,Manchester,69,Self-Employed,5429199,Medium,Verified
2348,Kingston,61,Employed,1786275,Low,Pending
2349,St. Catherine,29,Unemployed,4998880,Low,Verified
2350,Clarendon,43,Self-Employed,2210124,Low,Pending
2351,Clarendon,30,Employed,3332000,Medium,Verified
2352,Clarendon,39,Self-Employed,2414340,High,Verified
2353,Manchester,67,Self-Employed,4194020,Low,Verified
2354,St. James,25,Self-Employed,2272077,Low,Verified
2355,St. James,67,Self-Employed,1610586,High,Verified
2356,Kingston,43,Self-Employed,7105895,High,Rejected
2357,Manchester,50,Self-Employed,2228931,Medium,Verified
2358,Clarendon,45,Self-Employed,4514534,High,Verified
2359,Clarendon,48,Unemployed,2399826,Medium,Verified
2360,St. Catherine,54,Unemployed,7014318,Medium,Verified
2361,St. Catherine,65,Self-Employed,3660597,Low,Verified
2362,Clarendon,68,Self-Employed,2148483,Low,Verified
2363,Clarendon,67,Unemployed,5110493,Low,Pending
2364,Manchester,45,Unemployed,1958866,High,Verified
2365,St. James,30,Unemployed,1781598,High,Pending
2366,St. Catherine,34,Self-Employed,4842974,Medium,Verified
2367,St. James,62,Employed,1605896,Low,Verified
2368,Manchester,66,Employed,1759540,Low,Verified
2369,Clarendon,50,Employed,3021132,Low,Pending
2370,St. James,61,Employed,7318477,Low,Verified
2371,Clarendon,45,Self-Employed,7780086,Medium,Pending
2372,Clarendon,34,Employed,3988027,High,Verified
2373,Kingston,55,Unemployed,1541165,Low,Pending
2374,St. James,68,Unemployed,831541,Low,Verified
2375,St. James,54,Employed,1275759,Medium,Verified
2376,Clarendon,30,Unemployed,3644510,Low,Verified
2377,Manchester,55,Self-Employed,5123492,High,Verified
2378,Kingston,31,Employed,1008150,Low,Verified
2379,Clarendon,31,Employed,3373338,Low,Verified
2380,St. Catherine,41,Self-Employed,2658777,Low,Pending
2381,St. Catherine,41,Unemployed,7310529,Low,Verified
2382,Kingston,42,Self-Employed,1280620,Medium,Verified
2383,Manchester,65,Self-Employed,5538748,Low,Verified
2384,Clarendon,27,Unemployed,5735500,Low,Verified
2385,St. James,37,Self-Employed,6486577,Low,Verified
2386,Kingston,22,Unemployed,5663099,Low,Verified
2387,Manchester,32,Unemployed,5719314,Low,Pending
2388,St. James,62,Self-Employed,7793152,Medium,Verified
2389,St. Catherine,38,Unemployed,6996519,Medium,Verified
2390,St. Catherine,31,Self-Employed,1922207,High,Verified
2391,St. James,36,Unemployed,1624341,Low,Verified
2392,Kingston,69,Employed,3490927,Low,Verified
2393,St. Catherine,38,Unemployed,3836124,Low,Verified
2394,Clarendon,55,Unemployed,3382977,Low,Verified
2395,St. James,46,Self-Employed,5304103,Medium,Verified
2396,St. James,36,Unemployed,1227557,High,Rejected
2397,St. Catherine,26,Employed,2615599,Medium,Verified
2398,Kingston,64,Employed,7810998,Low,Verified
2399,Clarendon,63,Unemployed,3997514,Low,Verified
2400,Kingston,67,Unemployed,2965456,High,Verified
2401,Manchester,67,Employed,1165750,Low,Pending
2402,Manchester,68,Self-Employed,6688106,Low,Verified
2403,St. Catherine,62,Employed,1284103,High,Verified
2404,St. Catherine,32,Employed,2952259,Medium,Pending
2405,St. Catherine,33,Unemployed,3419210,Medium,Verified
2406,Manchester,24,Unemployed,4190919,Low,Rejected
2407,Kingston,59,Employed,2505096,Low,Pending
2408,Kingston,22,Self-Employed,7441497,Low,Verified
2409,St. Catherine,46,Employed,7831119,Medium,Verified
2410,Clarendon,47,Employed,7495518,Low,Verified
2411,Kingston,47,Self-Employed,5255237,High,Verified
2412,Manchester,35,Employed,6671348,High,Verified
2413,St. James,28,Employed,3179220,Medium,Verified
2414,St. James,27,Unemployed,4319065,Low,Rejected
2415,St. James,67,Self-Employed,7760698,Low,Verified
2416,Clarendon,66,Unemployed,2584210,Medium,Verified
2417,St. Catherine,60,Unemployed,5998363,Medium,Verified
2418,Manchester,32,Self-Employed,3263501,Medium,Pending
2419,Clarendon,33,Self-Employed,2544919,Low,Verified
2420,Manchester,63,Employed,1828719,Medium,Verified
2421,Manchester,37,Unemployed,2386987,Medium,Pending
2422,St. Catherine,37,Self-Employed,3619127,Low,Pending
2423,St. James,56,Unemployed,7579865,Medium,Rejected
2424,St. Catherine,41,Unemployed,5826014,Medium,Pending
2425,Clarendon,28,Self-Employed,2732919,Low,Verified
2426,Clarendon,25,Employed,7050674,Low,Verified
2427,Clarendon,46,Unemployed,2949151,Medium,Verified
2428,St. Catherine,36,Self-Employed,2666161,Low,Verified
2429,Manchester,56,Employed,6798017,Medium,Verified
2430,Manchester,48,Unemployed,6604824,Medium,Verified
2431,Kingston,49,Self-Employed,7293043,High,Rejected
2432,Clarendon,67,Unemployed,6827755,Medium,Verified
2433,Manchester,32,Self-Employed,1063356,Low,Verified
2434,Kingston,57,Self-Employed,7231529,Low,Verified
2435,Manchester,50,Unemployed,1927360,High,Pending
2436,Clarendon,43,Unemployed,7976611,Low,Verified
2437,St. James,36,Self-Employed,1143288,Medium,Verified
2438,Clarendon,34,Employed,2802507,Medium,Verified
2439,St. Catherine,30,Unemployed,3452808,Low,Verified
2440,Manchester,27,Self-Employed,4671907,Low,Verified
2441,Manchester,65,Self-Employed,6104040,Medium,Rejected
2442,St. Catherine,57,Employed,3578366,High,Rejected
2443,St. Catherine,49,Employed,7364315,Low,Rejected
2444,St. James,23,Employed,5577376,High,Verified
2445,Manchester,35,Unemployed,3288489,Medium,Rejected
2446,Manchester,56,Self-Employed,2210364,High,Rejected
2447,St. James,67,Self-Employed,2158293,Low,Rejected
2448,Kingston,66,Self-Employed,2711128,Low,Verified
2449,St. James,39,Employed,4484796,High,Pending
2450,Clarendon,33,Self-Employed,5556497,High,Verified
2451,Manchester,62,Unemployed,5933381,Low,Pending
2452,St. Catherine,41,Employed,4586065,Medium,Verified
2453,Clarendon,57,Employed,5648243,High,Verified
2454,Manchester,47,Employed,4503375,Low,Rejected
2455,St. James,49,Employed,3225358,Medium,Verified
2456,Clarendon,40,Unemployed,4543407,High,Verified
2457,Manchester,45,Self-Employed,5093900,Low,Rejected
2458,Kingston,26,Unemployed,4717430,Low,Rejected
2459,Kingston,56,Self-Employed,3778602,Medium,Verified
2460,St. Catherine,22,Unemployed,2651579,Low,Pending
2461,Manchester,42,Employed,7057660,Low,Verified
2462,Kingston,52,Employed,6040376,High,Verified
2463,St. James,36,Unemployed,1474502,Medium,Verified
2464,Manchester,38,Unemployed,7902992,High,Verified
2465,St. James,25,Self-Employed,2905777,High,Verified
2466,St. James,56,Unemployed,6344223,Low,Verified
2467,Kingston,50,Unemployed,4328597,Low,Rejected
2468,Manchester,65,Self-Employed,5403446,Low,Verified
2469,Clarendon,39,Self-Employed,3190514,Low,Pending
2470,Kingston,43,Self-Employed,6742712,Medium,Pending
2471,Kingston,54,Unemployed,7445516,Medium,Verified
2472,Manchester,33,Self-Employed,1971758,Low,Rejected
2473,Manchester,63,Employed,4490582,Low,Pending
2474,St. James,49,Employed,6076085,Low,Verified
2475,Manchester,56,Employed,2926869,Medium,Verified
2476,St. James,42,Unemployed,4651072,Low,Pending
2477,Kingston,67,Employed,7985180,Low,Pending
2478,St. Catherine,56,Unemployed,1742639,Medium,Pending
2479,Clarendon,29,Unemployed,1791993,Low,Verified
2480,Kingston,59,Employed,6343586,Low,Verified
2481,Manchester,39,Self-Employed,2310902,Medium,Verified
2482,Clarendon,58,Unemployed,7111625,Low,Verified
2483,St. Catherine,26,Employed,5971666,Medium,Verified
2484,St. Catherine,67,Unemployed,7899492,Low,Verified
2485,St. James,35,Self-Employed,3248966,Low,Verified
2486,Clarendon,40,Self-Employed,7468205,Low,Pending
2487,St. James,29,Employed,4296610,High,Verified
2488,Kingston,52,Unemployed,3549580,Medium,Verified
2489,Clarendon,24,Unemployed,5096841,High,Pending
2490,Kingston,38,Unemployed,2619201,Medium,Rejected
2491,St. James,25,Unemployed,7727045,Medium,Verified
2492,Clarendon,40,Employed,7361607,Low,Verified
2493,St. James,43,Self-Employed,5895651,Low,Rejected
2494,Clarendon,31,Employed,2080280,Low,Verified
2495,St. James,57,Unemployed,6346811,Low,Pending
2496,St. Catherine,42,Unemployed,7927470,Low,Verified
2497,St. James,24,Self-Employed,6773031,Low,Verified
2498,St. Catherine,49,Unemployed,3650310,Low,Verified
2499,St. James,64,Employed,4815789,Low,Verified
2500,Clarendon,54,Employed,5786518,Low,Verified
2501,Clarendon,33,Self-Employed,1391058,Medium,Verified
2502,Clarendon,62,Employed,4527661,High,Rejected
2503,Manchester,29,Employed,2476373,Low,Verified
2504,Kingston,62,Employed,2079372,Low,Verified
2505,Clarendon,51,Employed,4895228,Low,Pending
2506,St. Catherine,27,Unemployed,5809940,High,Verified
2507,Clarendon,24,Employed,6584320,Low,Pending
2508,Manchester,39,Self-Employed,6567034,Medium,Rejected
2509,St. Catherine,62,Self-Employed,1248402,Low,Verified
2510,Manchester,50,Employed,3249851,Low,Verified
2511,St. Catherine,51,Self-Employed,7307552,Low,Rejected
2512,St. James,55,Employed,5752323,Low,Verified
2513,Kingston,41,Self-Employed,1081833,High,Verified
2514,Kingston,51,Self-Employed,2335834,Low,Rejected
2515,Manchester,39,Employed,3242547,Medium,Pending
2516,Kingston,51,Employed,2036968,Medium,Rejected
2517,Manchester,52,Unemployed,3878882,Medium,Verified
2518,Manchester,22,Employed,2560027,Low,Verified
2519,Manchester,30,Employed,6411589,Low,Verified
2520,Kingston,22,Unemployed,2321093,Low,Verified
2521,Manchester,22,Employed,2788022,Low,Verified
2522,Kingston,44,Employed,6081592,Medium,Verified
2523,Manchester,37,Unemployed,5775979,Low,Verified
2524,Clarendon,52,Employed,5230806,Medium,Verified
2525,Manchester,36,Employed,3852687,Low,Verified
2526,St. Catherine,36,Unemployed,822551,High,Verified
2527,Manchester,66,Unemployed,3993796,Low,Rejected
2528,St. James,59,Self-Employed,893608,Low,Verified
2529,Manchester,51,Employed,3457001,High,Pending
2530,St. Catherine,63,Self-Employed,4079692,Low,Pending
2531,St. Catherine,44,Self-Employed,1086539,High,Verified
2532,Kingston,21,Unemployed,2391620,Low,Verified
2533,Clarendon,31,Employed,7339108,Low,Verified
2534,Manchester,41,Employed,2853790,Medium,Pending
2535,Kingston,24,Unemployed,3849307,High,Verified
2536,Clarendon,27,Self-Employed,7342683,Low,Pending
2537,Manchester,46,Unemployed,5322781,High,Rejected
2538,St. James,67,Employed,3364113,Medium,Rejected
2539,Manchester,32,Unemployed,5494059,High,Verified
2540,St. Catherine,51,Employed,3601818,Low,Pending
2541,St. Catherine,37,Self-Employed,6719586,Low,Rejected
2542,St. James,53,Employed,4845721,High,Verified
2543,Kingston,31,Self-Employed,2663032,High,Verified
2544,Clarendon,48,Self-Employed,5744614,Low,Verified
2545,Manchester,52,Employed,3889809,Low,Verified
2546,St. Catherine,21,Employed,3024344,Low,Pending
2547,Kingston,67,Self-Employed,6824759,Medium,Verified
2548,St. James,48,Unemployed,5874974,Low,Pending
2549,St. Catherine,62,Employed,2178148,Low,Pending
2550,St. James,27,Self-Employed,3844410,Low,Verified
2551,Manchester,22,Self-Employed,7416955,Medium,Verified
2552,Clarendon,62,Unemployed,6494337,Low,Verified
2553,St. Catherine,44,Employed,5456480,Low,Pending
2554,St. Catherine,24,Self-Employed,4862118,Medium,Verified
2555,Manchester,64,Unemployed,7874236,Medium,Verified
2556,Kingston,39,Self-Employed,1038826,Low,Verified
2557,Clarendon,46,Employed,2517354,Low,Rejected
2558,St. Catherine,31,Unemployed,1550782,Medium,Rejected
2559,Clarendon,60,Self-Employed,4701407,High,Verified
2560,St. Catherine,63,Unemployed,1281809,Medium,Verified
2561,Clarendon,31,Employed,2034832,High,Pending
2562,St. James,65,Unemployed,2618182,Medium,Verified
2563,St. Catherine,23,Employed,5167209,Medium,Verified
2564,Clarendon,32,Self-Employed,1193781,Low,Verified
2565,Kingston,23,Employed,2806260,Low,Verified
2566,St. James,62,Self-Employed,6061282,Low,Verified
2567,St. James,47,Self-Employed,6216797,Low,Verified
2568,Kingston,69,Employed,3958562,Medium,Verified
2569,Clarendon,22,Self-Employed,3489290,Low,Verified
2570,Manchester,69,Unemployed,837180,Medium,Verified
2571,Kingston,36,Self-Employed,6439979,Low,Verified
2572,Clarendon,22,Employed,1433976,Low,Verified
2573,Kingston,50,Unemployed,6411544,High,Verified
2574,Kingston,40,Unemployed,4743855,Low,Rejected
2575,St. Catherine,58,Self-Employed,6170015,Low,Verified
2576,Clarendon,48,Self-Employed,3051347,Low,Pending
2577,Manchester,45,Employed,6625649,High,Verified
2578,St. Catherine,52,Unemployed,5592030,Low,Verified
2579,Kingston,30,Employed,5630083,Medium,Verified
2580,Kingston,62,Self-Employed,3419893,Low,Verified
2581,Kingston,60,Unemployed,7502245,Medium,Pending
2582,Clarendon,53,Employed,4591860,Low,Verified
2583,Clarendon,33,Employed,1157054,Medium,Verified
2584,St. Catherine,61,Employed,3302656,High,Pending
2585,Manchester,62,Employed,2681986,Medium,Verified
2586,St. Catherine,67,Employed,1789924,Medium,Verified
2587,St. James,57,Unemployed,7471445,Medium,Verified
2588,Kingston,36,Employed,2765629,Medium,Verified
2589,Kingston,65,Unemployed,3628607,Low,Verified
2590,Kingston,42,Employed,1903248,Medium,Verified
2591,St. Catherine,40,Self-Employed,2434685,Low,Verified
